  183                984.0000                3.0000             778.0000             750.1896 
  184                985.0000                4.0000             812.0000             694.4180 
  185                986.0000                5.0000             720.0000             607.0057 
  186                987.0000                6.0000             683.0000             491.8570 
  187                988.0000                7.0000             265.0000             354.1436 
  188                989.0000                1.0000              16.0000               1.1259 
  189                990.0000                2.0000             802.0000             777.3615 
  190                991.0000                3.0000             866.0000             755.5335 
  191                992.0000                4.0000             750.0000             699.3597 
  192                993.0000                5.0000             720.0000             611.3209 
  193                994.0000                6.0000             710.0000             495.3500 
  194                995.0000                7.0000             286.0000             356.6561 
  195                996.0000                1.0000               1.0000               1.1259 
  196                997.0000                2.0000             790.0000             782.8654 
  197                998.0000                3.0000             801.0000             760.8775 
  198                999.0000                4.0000             774.0000             704.3013 
  199               1000.0000                5.0000             733.0000             615.6361 
  200               1001.0000                6.0000             619.0000             498.8431 
  201               1002.0000                7.0000             304.0000             359.1686 
  202               1003.0000                1.0000               2.0000               1.1259 
  203               1004.0000                2.0000             782.0000             788.3693 
  204               1005.0000                3.0000             724.0000             766.2215 
  205               1006.0000                4.0000             734.0000             709.2430 
  206               1007.0000                5.0000             752.0000             619.9514 
  207               1008.0000                6.0000             673.0000             502.3362 
  208               1009.0000                7.0000             296.0000             361.6811 
  209               1011.0000                2.0000             726.0000             793.8733 
  210               1012.0000                3.0000             867.0000             771.5655 
  211               1013.0000                4.0000             722.0000             714.1847 
  212               1014.0000                5.0000             736.0000             624.2666 
  213               1015.0000                6.0000               6.0000             505.8293 
  214               1016.0000                7.0000             269.0000             364.1936 
  215               1017.0000                1.0000               3.0000               1.1259 
  216               1018.0000                2.0000             733.0000             799.3772 
  217               1019.0000                3.0000             832.0000             776.9095 
  218               1020.0000                4.0000             954.0000             719.1263 
  219               1021.0000                5.0000             833.0000             628.5818 
  220               1022.0000                6.0000             869.0000             509.3224 
  221               1023.0000                7.0000             420.0000             366.7062 
  222               1025.0000                2.0000             973.0000             804.8811 
  223               1026.0000                3.0000            1029.0000             782.2534 
  224               1027.0000                4.0000             957.0000             724.0680 
  225               1028.0000                5.0000             903.0000             632.8970 
  226               1029.0000                6.0000             851.0000             512.8154 
  227               1030.0000                7.0000             402.0000             369.2187 
  228               1031.0000                1.0000               2.0000               1.1259 
  229               1032.0000                2.0000             992.0000             810.3851 
  230               1033.0000                3.0000             907.0000             787.5974 
  231               1034.0000                4.0000             896.0000             729.0097 
  232               1035.0000                5.0000             892.0000             637.2123 
  233               1036.0000                6.0000               1.0000             516.3085 
  234               1037.0000                7.0000             352.0000             371.7312 
  235               1038.0000                1.0000               3.0000               1.1259 
  236               1039.0000                2.0000            1040.0000             815.8890 
  237               1040.0000                3.0000             902.0000             792.9414 
  238               1041.0000                4.0000            1052.0000             733.9513 
  239               1042.0000                5.0000             921.0000             641.5275 
  240               1043.0000                6.0000             949.0000             519.8016 
  241               1044.0000                7.0000             369.0000             374.2437 
  242               1045.0000                1.0000               1.0000               1.1259 
  243               1046.0000                2.0000            1027.0000             821.3929 
  244               1047.0000                3.0000             533.0000             798.2854 
  245               1048.0000                4.0000            1193.0000             738.8930 
  246               1049.0000                5.0000              24.0000             645.8427 
  247               1050.0000                6.0000            1010.0000             523.2947 
  248               1051.0000                7.0000             407.0000             376.7562 
  249               1052.0000                1.0000               1.0000               1.1259 
  250               1053.0000                2.0000             992.0000             826.8969 
  251               1054.0000                3.0000             568.0000             803.6294 
  252               1055.0000                4.0000             973.0000             743.8346 
  253               1056.0000                5.0000            1046.0000             650.1579 
  254               1057.0000                6.0000             910.0000             526.7878 
  255               1058.0000                7.0000             391.0000             379.2687 
  256               1059.0000                1.0000               1.0000               1.1259 
  257               1060.0000                2.0000            1063.0000             832.4008 
  258               1061.0000                3.0000            1071.0000             808.9733 
  259               1062.0000                4.0000            1073.0000             748.7763 
  260               1063.0000                5.0000            1013.0000             654.4732 
  261               1064.0000                6.0000             956.0000             530.2808 
  262               1065.0000                7.0000             396.0000             381.7813 
  263               1067.0000                2.0000            1098.0000             837.9047 
  264               1068.0000                3.0000            1167.0000             814.3173 
